step,epoch,train/loss,valid/loss
1009,252,0.0011287941597402096,
1011,252,0.0017519679386168718,
1011,252,,0.0009332092595286667
1013,253,0.0016539221396669745,
1015,253,0.0010775573318824172,
1015,253,,0.0012964884517714381
1017,254,0.0007076523615978658,
1019,254,0.001175414421595633,
1019,254,,0.0007457820465788245
1021,255,0.0011271246476098895,
1023,255,0.0006833829102106392,
1023,255,,0.0010843746131286025
1025,256,0.0010474761947989464,
1027,256,0.0010291424114257097,
1027,256,,0.0008483282290399075
1029,257,0.0007398211746476591,
1031,257,0.0006615097518078983,
1031,257,,0.0007575826602987945
1033,258,0.0007832926930859685,
1035,258,0.0007477617473341525,
1035,258,,0.0007119557121768594
1037,259,0.0006405786843970418,
1039,259,0.0006003528251312673,
1039,259,,0.0006633606390096247
1041,260,0.0006771713960915804,
1043,260,0.0006550833350047469,
1043,260,,0.0006462050369009376
1045,261,0.0005933134234510362,
1047,261,0.0005705917137674987,
1047,261,,0.0006075158016756177
1049,262,0.0006232047453522682,
1051,262,0.0005760425701737404,
1051,262,,0.0005972405197098851
1053,263,0.0005697368760593235,
1055,263,0.0005423551774583757,
1055,263,,0.0005848524160683155
1057,264,0.00058274797629565,
1059,264,0.0005791818257421255,
1059,264,,0.0005853763432241976
1061,265,0.0005472672055475414,
1063,265,0.0006069215596653521,
1063,265,,0.0005601056036539376
1065,266,0.0005630924715660512,
1067,266,0.0005346948746591806,
1067,266,,0.0005630764644593
1069,267,0.0005416987114585936,
1071,267,0.0005564645980484784,
1071,267,,0.0005419154185801744
1073,268,0.0005354277673177421,
1075,268,0.0005363560048863292,
1075,268,,0.0005450457101687789
1077,269,0.0005427837604656816,
1079,269,0.0005126012838445604,
1079,269,,0.0005448485026136041
1081,270,0.0005272438866086304,
1083,270,0.0005117715918458998,
1083,270,,0.0005254728021100163
1085,271,0.0005203733453527093,
1087,271,0.0004840799665544182,
1087,271,,0.0005217735306359828
1089,272,0.000521366368047893,
1091,272,0.0005110558122396469,
1091,272,,0.0005190858501009643
1093,273,0.0005039885290898383,
1095,273,0.0005146404728293419,
1095,273,,0.0005105662276037037
1097,274,0.0004976518102921546,
1099,274,0.0005053970380686224,
1099,274,,0.0005089891492389143
1101,275,0.0004937766934745014,
1103,275,0.00047898839693516493,
1103,275,,0.0005072476924397051
1105,276,0.0004943152889609337,
1107,276,0.0004723399761132896,
1107,276,,0.0004962797975167632
1109,277,0.0004881139029748738,
1111,277,0.00046639025094918907,
1111,277,,0.00049192103324458
1113,278,0.0004807627119589597,
1115,278,0.0005264740320853889,
1115,278,,0.0004877191677223891
1117,279,0.0004805911739822477,
1119,279,0.000494087697006762,
1119,279,,0.00048361753579229116
1121,280,0.00047028090921230614,
1123,280,0.00047014164738357067,
1123,280,,0.00048077519750222564
1125,281,0.000469946360681206,
1127,281,0.00045125599717721343,
1127,281,,0.00047650697524659336
1129,282,0.0004642723361030221,
1131,282,0.0005146441981196404,
1131,282,,0.00047095297486521304
1133,283,0.0004606172733474523,
1135,283,0.0004339153238106519,
1135,283,,0.0004729348002001643
1137,284,0.00046567717799916863,
1139,284,0.0004708988417405635,
1139,284,,0.00046893584658391774
1141,285,0.0004566173884086311,
1143,285,0.00046751738409511745,
1143,285,,0.0004642340645659715
1145,286,0.0004559324006550014,
1147,286,0.0004334776022005826,
1147,286,,0.0004576539504341781
1149,287,0.00045069828047417104,
1151,287,0.0004454689915291965,
1151,287,,0.0004531299346126616
1153,288,0.000439281138824299,
1155,288,0.00044277484994381666,
1155,288,,0.00044856633758172393
1157,289,0.000442249613115564,
1159,289,0.0004418111639097333,
1159,289,,0.00044548712321557105
1161,290,0.00043083567288704216,
1163,290,0.0004578035732265562,
1163,290,,0.0004436972376424819
1165,291,0.0004372968396637589,
1167,291,0.00043070275569334626,
1167,291,,0.00043749730684794486
1169,292,0.0004385046486277133,
1171,292,0.000408451771363616,
1171,292,,0.00043524091597646475
1173,293,0.00042515562381595373,
1175,293,0.00043818264384754,
1175,293,,0.0004303337773308158
1177,294,0.00042128624045290053,
1179,294,0.00039405611460097134,
1179,294,,0.0004282477602828294
1181,295,0.00042063184082508087,
1183,295,0.0004312122764531523,
1183,295,,0.0004235117230564356
1185,296,0.00042226407094858587,
1187,296,0.00040860273293219507,
1187,296,,0.00042015788494609296
1189,297,0.0004059045750182122,
1191,297,0.00039256346644833684,
1191,297,,0.000418686046032235
1193,298,0.0004139619995839894,
1195,298,0.0003788021276704967,
1195,298,,0.00041372134000994265
1197,299,0.0004035280435346067,
1199,299,0.0004063753876835108,
1199,299,,0.00041044625686481595
